batchId,cultivar,maturationIndex,moistureContent,oilContent,defectIndex,malaxationTemperature,malaxationTime,waterFlowRate,waterToPasteRatio,yieldPercentage,totalPhenols,freeAcidity,peroxideValue,k232,k270,deltaK,fruity,bitter,pungent,isEvooCompliant
batch465,Picual,3.33,52.47,16.31,1.0,22.1,33.8,1.35,7.4,8.44,365.87,1.74,2.7,1.35,0.28,0.013,4.6,4.0,4.5,False
batch466,Picual,3.99,52.11,16.24,0.64,29.4,47.9,0.46,14.9,11.1,253.79,1.23,10.07,1.75,0.22,0.0092,4.0,2.6,3.0,False
batch467,Arbequina,3.28,47.19,21.73,0.16,30.4,29.3,1.71,11.6,18.77,395.57,0.47,5.92,1.47,0.15,0.0056,3.1,4.2,4.7,True
batch468,Picual,4.39,57.28,17.98,0.16,28.7,31.5,1.84,12.3,15.39,320.95,0.45,4.6,1.46,0.17,0.0076,3.9,3.2,3.8,True
batch469,Cobrançosa,3.99,52.51,19.58,0.23,31.6,44.1,2.7,2.2,15.26,347.41,0.59,9.26,1.64,0.16,0.0087,2.4,3.4,4.1,False
batch470,Cobrançosa,4.33,57.93,20.09,0.69,26.4,34.1,1.51,5.1,13.36,365.93,1.28,4.84,1.55,0.23,0.0099,4.5,3.4,4.4,False
batch471,Galega,2.64,48.37,18.58,0.17,25.8,38.7,1.69,11.7,16.98,352.21,0.47,5.36,1.52,0.13,0.003,4.7,3.5,4.2,True
batch472,Galega,2.11,52.76,16.29,0.03,26.9,32.8,1.12,6.4,15.62,476.86,0.26,4.46,1.48,0.12,0.0051,5.0,4.5,5.4,True
batch473,Galega,1.98,55.14,17.75,0.35,29.2,37.6,1.42,8.8,14.2,446.69,0.74,6.8,1.64,0.18,0.0068,3.8,4.2,5.2,False
batch474,Arbequina,4.35,46.06,14.0,0.12,23.3,50.2,0.2,5.5,12.07,248.9,0.47,6.2,1.51,0.14,0.0063,4.8,2.5,2.7,True
batch475,Galega,2.18,52.57,15.74,0.0,21.6,49.3,0.85,10.9,12.48,290.64,0.27,5.66,1.57,0.13,0.0042,4.7,2.8,3.5,True
batch476,Picual,2.59,45.75,20.76,0.86,31.7,48.1,2.84,5.6,11.91,329.16,1.62,9.88,1.72,0.25,0.0117,2.5,3.2,3.7,False
batch477,Cobrançosa,4.28,53.24,19.36,0.4,30.9,44.4,0.32,6.4,14.47,300.08,0.88,8.66,1.7,0.19,0.007,3.1,3.1,3.6,False
batch478,Picual,3.43,54.99,21.08,0.72,24.9,39.9,0.97,3.3,13.42,384.68,1.33,4.8,1.56,0.23,0.0116,5.2,3.7,4.6,False
batch479,Arbequina,3.87,50.45,18.69,0.42,21.6,39.4,1.2,12.8,13.4,248.71,0.88,4.01,1.47,0.2,0.0085,4.3,2.5,2.9,False
batch480,Cobrançosa,3.66,48.51,16.01,0.7,29.0,39.5,1.31,6.2,11.38,352.5,1.28,7.38,1.69,0.21,0.0122,3.8,3.8,4.0,False
batch481,Cobrançosa,4.23,50.47,18.27,0.48,22.1,28.6,2.1,0.1,12.82,406.08,0.92,2.0,1.36,0.19,0.0099,4.2,3.9,4.9,False
batch482,Cobrançosa,4.4,52.66,16.51,0.02,26.9,43.4,1.17,0.6,16.19,342.54,0.3,7.41,1.63,0.13,0.0036,4.9,3.5,4.1,True
batch483,Galega,2.33,54.76,18.93,0.26,21.4,34.2,1.79,14.8,13.56,335.18,0.57,2.63,1.31,0.16,0.006,4.4,3.3,4.2,False
batch484,Picual,3.96,45.08,17.69,0.04,30.0,52.8,2.03,7.7,14.52,247.17,0.36,11.13,1.77,0.15,0.0059,4.0,2.5,2.7,True
batch485,Picual,2.57,45.72,19.06,0.04,30.2,41.4,2.61,5.9,17.67,426.41,0.34,8.14,1.73,0.15,0.0058,3.4,4.1,5.0,True
batch486,Arbequina,1.98,55.0,19.82,0.01,22.6,45.1,2.81,13.0,17.28,292.03,0.27,5.38,1.44,0.13,0.0059,4.6,2.5,3.6,True
batch487,Picual,3.61,48.12,19.82,0.59,20.4,52.7,1.6,12.8,10.4,213.02,1.19,6.28,1.53,0.22,0.0115,4.4,2.1,2.2,False
batch488,Galega,4.39,45.76,18.32,0.17,20.4,46.6,0.54,8.9,13.21,235.92,0.55,5.11,1.52,0.15,0.0068,4.4,2.2,2.9,True
batch489,Galega,4.45,56.12,14.62,0.37,30.3,33.8,0.26,9.8,10.99,352.99,0.76,6.12,1.7,0.18,0.0067,3.3,3.6,4.5,False
batch490,Cobrançosa,3.57,52.65,17.84,0.16,27.3,38.0,0.63,3.3,16.16,400.9,0.44,5.5,1.52,0.15,0.0069,4.6,3.9,5.2,True
batch491,Arbequina,3.83,52.67,21.37,0.54,24.7,45.0,0.68,12.2,15.87,250.55,1.08,5.8,1.55,0.19,0.0094,4.6,2.1,2.9,False
batch492,Arbequina,2.46,48.03,18.57,0.8,28.7,27.9,0.25,3.3,12.15,522.67,1.39,3.03,1.5,0.23,0.011,4.3,5.0,6.2,False
batch493,Arbequina,3.88,48.86,15.1,0.48,29.8,27.1,1.09,6.2,10.85,435.44,0.93,4.1,1.47,0.2,0.0101,3.6,4.2,5.0,False
batch494,Picual,4.22,47.01,18.58,0.19,31.3,54.9,2.54,13.4,12.28,219.4,0.64,11.84,1.85,0.15,0.0085,2.7,2.0,2.8,True
batch495,Arbequina,3.89,47.43,18.56,0.57,22.7,43.1,2.6,2.6,12.74,327.39,1.12,4.57,1.45,0.21,0.0106,4.5,3.0,3.8,False
batch496,Galega,3.07,53.89,15.78,0.21,22.7,53.3,1.13,4.0,10.78,281.39,0.63,7.66,1.62,0.18,0.009,5.0,2.8,3.3,False
batch497,Galega,3.34,53.52,14.92,0.22,24.6,36.9,0.23,11.8,12.35,337.96,0.51,5.24,1.51,0.15,0.007,4.8,3.1,4.1,False
batch498,Picual,2.16,45.76,21.97,0.29,31.2,36.2,0.91,0.5,17.57,502.64,0.68,5.78,1.6,0.17,0.0066,2.9,5.2,6.3,False
batch499,Cobrançosa,3.22,51.11,15.54,0.42,28.1,25.3,0.05,5.1,11.3,460.71,0.83,3.56,1.55,0.19,0.0083,4.8,4.7,5.3,False
batch500,Cobrançosa,3.37,51.2,21.86,0.04,31.6,35.4,1.86,3.3,19.04,408.31,0.28,7.63,1.75,0.12,0.007,2.5,4.1,4.6,True
batch501,Galega,2.92,50.29,21.82,0.15,20.7,50.1,1.4,7.0,15.39,278.67,0.49,5.2,1.49,0.17,0.0054,4.3,2.6,3.5,True
batch502,Cobrançosa,3.53,54.71,14.73,0.48,31.8,26.3,1.4,4.0,9.33,459.22,0.93,5.17,1.58,0.2,0.0095,2.4,4.7,5.5,False
batch503,Galega,2.23,47.68,16.31,0.01,21.0,31.4,1.71,11.7,13.43,365.49,0.2,2.0,1.29,0.12,0.0062,4.1,3.6,4.4,True
batch504,Cobrançosa,2.48,56.29,18.5,0.28,25.7,40.8,2.41,1.6,15.26,418.55,0.67,6.75,1.61,0.17,0.0071,4.9,4.0,5.3,False
batch505,Galega,4.29,54.42,21.59,0.03,28.3,52.4,0.0,0.7,18.17,282.57,0.36,10.19,1.73,0.14,0.0055,4.7,2.7,3.6,True
batch506,Cobrançosa,3.68,46.29,20.94,0.05,29.8,26.3,2.94,13.5,18.51,368.88,0.28,4.29,1.47,0.13,0.0053,3.8,3.6,4.3,True
batch507,Picual,2.9,47.0,18.5,0.48,29.0,42.1,1.57,2.6,14.59,431.6,0.96,7.23,1.61,0.19,0.0108,4.3,4.0,5.3,False
batch508,Picual,2.79,50.35,17.9,0.62,30.6,43.2,0.58,3.0,12.5,412.12,1.19,8.56,1.74,0.2,0.0084,3.3,4.0,5.0,False
batch509,Picual,3.18,57.78,15.15,0.22,23.0,39.1,2.77,13.5,11.71,274.74,0.56,5.12,1.55,0.14,0.0038,4.8,2.8,3.4,False
batch510,Picual,2.69,49.41,21.08,0.21,22.8,47.1,0.7,0.8,17.64,363.6,0.63,5.18,1.59,0.18,0.0054,4.3,3.7,4.4,False
batch511,Cobrançosa,3.4,47.79,16.26,0.11,30.2,50.8,2.03,3.6,13.72,319.11,0.49,10.16,1.81,0.14,0.007,3.5,3.1,4.0,True
batch512,Arbequina,2.89,46.67,14.67,0.25,21.6,44.5,1.16,2.6,11.31,350.95,0.64,3.83,1.52,0.17,0.0063,4.8,3.5,4.5,False
batch513,Cobrançosa,2.7,53.88,15.27,0.3,23.6,33.8,1.7,14.8,12.42,329.61,0.65,3.78,1.42,0.16,0.008,4.6,3.2,3.7,False
batch514,Arbequina,3.07,56.91,17.11,0.17,22.1,30.8,0.05,13.1,13.03,348.43,0.44,2.0,1.31,0.14,0.0073,4.7,3.1,4.1,True
batch515,Picual,2.81,54.12,17.97,0.01,23.7,28.3,2.35,3.6,16.16,458.65,0.21,2.07,1.42,0.11,0.0056,4.7,4.6,5.4,True
batch516,Picual,1.93,45.78,21.15,0.28,25.4,37.5,1.84,8.4,18.45,421.62,0.66,3.71,1.43,0.16,0.007,5.2,4.2,5.4,False
batch517,Galega,3.75,45.64,18.91,0.66,29.5,54.9,2.81,10.5,10.44,233.84,1.31,11.87,1.88,0.22,0.0115,3.7,2.2,2.7,False
batch518,Arbequina,2.9,45.8,15.23,0.03,25.2,34.1,0.24,4.6,14.58,439.09,0.26,4.38,1.53,0.12,0.0062,5.0,4.3,5.4,True
batch519,Arbequina,2.1,49.92,21.24,0.46,21.3,54.7,0.18,5.9,11.63,294.81,1.01,6.89,1.54,0.2,0.0086,4.6,2.7,3.3,False
batch520,Galega,2.94,55.13,18.19,0.16,30.7,49.1,0.35,5.3,14.43,330.03,0.5,10.07,1.74,0.14,0.0074,3.3,3.3,4.3,True
batch521,Cobrançosa,4.36,51.61,17.73,0.17,26.2,43.8,2.17,4.8,16.19,314.22,0.51,7.1,1.54,0.15,0.0063,4.8,3.4,3.8,True
batch522,Cobrançosa,1.84,48.23,20.23,0.48,26.2,28.1,0.59,9.0,16.17,451.41,0.92,2.5,1.31,0.18,0.0088,5.1,4.5,5.2,False
batch523,Galega,1.97,48.94,18.06,0.44,24.2,45.4,1.51,14.1,14.46,297.41,0.96,5.97,1.56,0.19,0.009,4.4,3.3,3.9,False
batch524,Cobrançosa,3.82,50.09,21.99,0.2,30.3,46.5,0.65,5.5,19.21,326.86,0.58,9.09,1.74,0.16,0.0063,3.7,3.2,4.4,True
batch525,Arbequina,3.65,48.82,21.44,0.0,20.8,36.2,2.06,9.9,17.34,310.08,0.23,2.2,1.37,0.12,0.0039,4.4,3.1,3.4,True
batch526,Galega,1.85,45.96,19.68,0.38,22.5,45.5,0.47,1.8,15.09,394.8,0.82,4.23,1.49,0.2,0.0083,4.7,4.0,4.7,False
batch527,Cobrançosa,4.37,46.6,19.55,0.03,24.3,51.1,2.52,8.8,17.21,241.57,0.37,7.96,1.61,0.13,0.0061,4.8,2.5,3.0,True
batch528,Cobrançosa,2.9,50.77,21.5,0.25,26.2,44.6,1.48,11.3,18.78,303.2,0.61,6.66,1.57,0.16,0.0068,4.9,3.2,3.7,False
batch529,Arbequina,4.01,52.37,17.19,0.1,21.4,29.8,2.67,9.1,13.56,333.1,0.34,2.0,1.38,0.13,0.0051,4.5,3.3,4.3,True
batch530,Cobrançosa,2.73,57.51,21.05,0.05,24.5,48.6,1.08,12.1,18.02,255.0,0.37,7.53,1.66,0.14,0.0058,5.2,2.6,3.2,True
batch531,Cobrançosa,3.73,55.46,14.4,0.09,24.6,32.2,1.49,13.8,12.92,312.7,0.37,3.65,1.47,0.13,0.0068,5.0,3.1,3.9,True
batch532,Galega,1.84,48.36,15.82,0.2,28.2,32.7,1.43,2.2,14.64,552.19,0.52,4.05,1.45,0.14,0.0043,4.3,5.5,6.7,True
batch533,Cobrançosa,2.82,51.12,17.07,0.4,25.5,53.2,1.44,9.7,12.39,271.69,0.93,8.43,1.66,0.19,0.0106,5.2,3.0,3.2,False
batch534,Cobrançosa,1.93,53.33,16.32,0.05,20.1,43.7,0.91,13.0,11.82,292.93,0.33,4.69,1.44,0.14,0.0063,4.3,3.4,3.6,True
batch535,Galega,2.83,46.06,15.05,0.07,25.2,54.5,0.17,7.7,11.79,259.36,0.41,9.18,1.74,0.15,0.0066,4.6,2.6,3.2,True
batch536,Arbequina,2.12,49.6,16.3,0.01,21.3,25.8,0.09,1.4,12.44,514.88,0.23,2.0,1.41,0.14,0.0048,4.5,5.3,6.5,True
batch537,Arbequina,2.05,55.19,21.12,0.2,29.2,48.8,0.67,5.6,17.61,375.87,0.6,9.15,1.69,0.15,0.0052,3.9,3.9,3.9,True
batch538,Cobrançosa,3.81,47.21,16.12,0.76,30.4,45.1,0.24,4.6,10.46,333.48,1.42,9.87,1.76,0.25,0.0116,3.3,3.3,4.1,False
batch539,Cobrançosa,3.86,55.93,17.26,0.65,20.5,45.8,0.27,2.3,9.61,291.49,1.24,4.09,1.44,0.22,0.0091,4.2,2.6,3.5,False
batch540,Picual,3.06,55.53,16.54,0.07,31.3,36.1,0.41,9.5,13.93,370.59,0.33,7.85,1.67,0.12,0.006,2.8,3.9,4.4,True
batch541,Cobrançosa,3.79,55.44,15.26,0.18,20.5,35.2,1.13,11.6,10.27,309.99,0.52,2.0,1.34,0.16,0.006,4.5,3.2,3.8,True
batch542,Picual,3.84,54.88,21.19,0.18,30.0,50.4,2.78,6.4,16.97,295.12,0.58,10.13,1.73,0.15,0.0072,3.8,3.1,3.4,True
batch543,Galega,2.81,49.22,17.84,0.23,29.4,43.3,1.05,12.3,16.09,321.86,0.62,7.84,1.59,0.17,0.0064,4.1,3.6,3.8,False
batch544,Galega,2.35,47.58,16.64,0.24,25.1,47.1,2.26,0.1,14.89,383.23,0.65,7.11,1.66,0.16,0.0075,5.0,3.8,4.9,False
batch545,Galega,3.1,52.69,20.47,0.15,32.0,42.0,2.43,6.9,16.42,348.17,0.49,8.85,1.8,0.13,0.0061,2.7,3.2,4.0,True
batch546,Arbequina,3.79,49.79,20.13,0.22,26.2,34.1,1.37,12.0,18.02,333.5,0.51,3.75,1.42,0.16,0.006,4.9,3.2,4.1,False
batch547,Cobrançosa,2.41,57.47,20.03,0.2,30.4,46.5,2.25,4.4,15.74,383.44,0.56,9.09,1.68,0.16,0.0089,3.2,3.9,4.8,True
batch548,Cobrançosa,3.29,52.26,19.78,0.21,26.3,39.5,2.16,8.8,17.78,366.88,0.6,6.11,1.57,0.17,0.0077,4.8,4.0,4.3,False
batch549,Arbequina,3.22,45.18,17.0,0.02,26.1,25.3,1.0,3.2,14.87,470.87,0.23,2.0,1.41,0.11,0.0052,4.7,4.5,5.6,True
batch550,Cobrançosa,3.51,51.11,18.5,0.68,25.4,28.3,0.92,14.5,13.03,330.05,1.25,3.28,1.41,0.22,0.0099,4.6,3.5,4.0,False
batch551,Arbequina,3.15,53.16,20.09,0.68,24.4,25.6,0.78,2.6,12.46,471.96,1.24,2.0,1.37,0.23,0.0103,4.5,4.6,5.8,False
batch552,Galega,4.29,56.24,16.51,0.32,30.8,38.2,2.15,5.7,12.49,334.69,0.76,8.38,1.67,0.19,0.0079,2.9,3.1,4.3,False
batch553,Cobrançosa,3.66,45.81,14.58,0.57,24.8,32.3,1.47,11.1,11.23,339.74,1.07,2.89,1.31,0.21,0.0087,4.6,3.5,3.8,False
batch554,Picual,3.09,51.37,19.56,0.35,30.7,35.0,2.75,7.7,15.3,415.17,0.74,6.9,1.54,0.16,0.0082,3.5,4.0,4.9,False
batch555,Picual,3.21,47.5,17.89,0.01,20.7,51.5,1.91,13.5,13.21,220.95,0.3,5.85,1.57,0.13,0.0055,4.8,2.1,2.5,True
batch556,Cobrançosa,2.77,55.98,20.8,0.34,30.5,28.8,1.72,7.9,15.83,443.1,0.71,4.43,1.5,0.18,0.0076,3.3,4.5,5.5,False
batch557,Galega,3.9,45.3,21.78,0.35,23.6,33.8,0.15,11.7,17.91,317.75,0.74,3.69,1.39,0.18,0.0073,4.5,3.1,3.8,False
batch558,Picual,3.04,47.24,21.0,0.41,23.9,31.4,1.45,5.3,16.32,445.09,0.8,3.11,1.41,0.19,0.0083,4.6,4.5,5.3,False
batch559,Cobrançosa,3.65,55.3,19.86,0.31,26.8,42.7,1.76,2.2,16.44,361.92,0.72,7.14,1.64,0.17,0.0065,5.3,4.1,4.3,False
batch560,Arbequina,4.42,54.85,18.02,0.12,24.1,53.3,1.0,8.9,13.63,218.48,0.51,8.35,1.65,0.16,0.0064,4.6,2.3,2.6,True
batch561,Picual,4.06,55.03,15.18,0.24,21.8,27.7,2.91,8.4,10.75,345.97,0.54,2.0,1.33,0.14,0.0066,4.8,4.0,4.4,False
batch562,Picual,2.25,47.51,18.84,0.07,29.0,54.0,1.6,0.6,14.75,386.85,0.47,9.9,1.77,0.16,0.0067,4.2,3.5,4.4,True
batch563,Galega,2.63,51.19,17.33,0.4,30.4,27.0,0.59,0.6,12.73,550.29,0.8,5.14,1.48,0.19,0.009,3.3,5.7,6.4,False
batch564,Galega,2.38,55.01,19.99,0.02,28.1,52.5,0.93,2.1,16.44,334.67,0.33,8.93,1.59,0.14,0.0057,4.8,3.7,4.0,True
batch565,Picual,3.87,50.76,19.89,0.38,22.0,28.0,2.81,6.5,14.67,383.17,0.78,2.0,1.28,0.16,0.0078,4.5,3.8,4.8,False
batch566,Cobrançosa,2.18,56.87,15.01,0.0,28.2,41.6,1.29,13.6,13.66,349.12,0.28,6.55,1.6,0.12,0.0036,4.6,3.5,4.2,True
batch567,Picual,2.48,48.53,16.98,0.04,28.6,36.1,1.34,11.2,16.38,397.09,0.27,5.21,1.55,0.11,0.0067,4.2,3.9,4.6,True
batch568,Galega,1.81,54.38,15.61,0.13,21.8,34.9,1.79,11.9,12.13,361.29,0.43,2.56,1.29,0.14,0.005,4.4,4.0,4.0,True
batch569,Picual,3.11,45.08,16.49,0.05,26.1,36.8,1.95,8.7,16.49,388.35,0.34,4.66,1.4,0.14,0.0071,4.6,3.7,4.8,True
batch570,Galega,4.3,48.32,19.2,0.05,31.4,49.2,2.45,4.0,16.35,293.57,0.37,10.69,1.72,0.14,0.0058,2.6,2.8,3.5,True
batch571,Galega,4.5,54.24,17.8,0.19,30.5,47.1,1.18,6.3,14.56,283.8,0.53,9.98,1.77,0.14,0.0049,3.0,2.5,3.5,True
batch572,Cobrançosa,3.48,48.54,20.69,0.12,29.6,43.0,0.49,11.0,18.95,346.68,0.44,8.02,1.71,0.15,0.0055,3.7,3.5,4.4,True
batch573,Cobrançosa,3.9,49.69,14.75,0.11,22.4,33.8,1.61,6.2,12.21,359.65,0.36,2.21,1.38,0.14,0.0062,4.5,3.3,4.5,True
batch574,Arbequina,2.37,51.04,21.64,0.02,21.5,41.4,2.38,11.6,18.15,293.76,0.29,4.61,1.58,0.12,0.004,4.5,2.9,3.6,True
batch575,Arbequina,2.8,48.08,14.87,0.34,21.6,50.6,1.22,6.6,10.17,280.8,0.8,6.32,1.64,0.19,0.0069,4.2,2.8,3.2,False
batch576,Arbequina,3.74,47.46,14.59,0.1,30.4,25.5,2.22,11.9,11.72,373.03,0.34,4.79,1.43,0.13,0.0049,3.7,3.9,4.6,True
batch577,Picual,3.55,57.42,20.39,0.05,25.7,37.5,0.53,6.8,18.16,356.67,0.31,5.84,1.5,0.12,0.0068,4.5,3.7,4.1,True
batch578,Arbequina,3.22,46.22,19.56,0.24,28.3,47.6,2.13,5.3,17.53,344.6,0.65,8.29,1.66,0.17,0.0087,4.1,3.2,4.1,False
batch579,Galega,3.02,49.11,14.81,0.37,27.7,37.4,2.29,6.2,12.56,397.12,0.82,5.69,1.5,0.17,0.0092,5.0,4.3,4.8,False
batch580,Galega,4.39,53.13,20.58,0.42,27.9,53.6,1.28,12.1,14.02,218.16,0.94,9.36,1.77,0.2,0.0089,4.4,1.9,2.5,False
batch581,Arbequina,3.5,52.11,15.09,0.17,27.6,43.3,1.5,10.1,13.63,306.61,0.54,7.67,1.67,0.17,0.0058,4.6,3.2,3.5,True
batch582,Cobrançosa,2.75,56.96,17.94,0.5,21.8,33.5,0.7,5.9,11.69,402.61,0.96,3.11,1.39,0.2,0.0076,4.4,4.0,4.7,False
batch583,Arbequina,3.42,47.63,20.91,0.14,24.1,49.4,1.01,5.0,18.03,279.26,0.49,7.38,1.59,0.15,0.0062,4.6,3.0,3.4,True
batch584,Cobrançosa,3.57,45.81,20.52,0.07,25.7,31.6,2.25,7.1,20.13,403.57,0.32,3.89,1.36,0.13,0.0072,4.9,4.2,5.0,True
batch585,Arbequina,2.19,49.18,17.95,0.24,27.3,32.4,1.01,7.8,16.33,433.48,0.58,4.12,1.37,0.15,0.0069,4.9,4.5,5.3,False
batch586,Arbequina,1.91,50.51,15.04,0.3,24.9,48.8,0.54,6.1,12.18,330.0,0.74,7.67,1.63,0.18,0.0057,4.7,3.1,4.0,False
batch587,Picual,2.71,55.05,21.65,0.62,21.1,53.7,2.2,3.8,10.95,276.15,1.24,6.67,1.61,0.22,0.0092,4.5,2.5,3.0,False
batch588,Picual,3.07,56.25,18.18,0.33,25.8,36.2,0.46,9.0,14.75,354.62,0.71,4.91,1.5,0.17,0.008,4.6,3.3,4.2,False
batch589,Picual,3.11,49.42,16.57,0.33,25.4,55.0,0.3,12.4,11.41,228.82,0.78,8.97,1.7,0.18,0.0075,4.9,2.4,2.8,False
batch590,Galega,3.03,49.23,16.39,0.43,26.1,30.3,2.88,2.3,13.78,469.5,0.83,3.11,1.47,0.17,0.0071,4.9,4.5,6.0,False
batch591,Picual,2.98,54.29,18.98,0.12,29.9,28.0,1.06,5.0,16.11,491.13,0.38,5.0,1.56,0.15,0.0058,3.6,4.9,6.2,True
batch592,Arbequina,2.03,52.21,14.06,0.17,24.3,26.5,2.01,10.7,11.79,431.03,0.44,2.0,1.33,0.15,0.0068,4.2,4.0,5.1,True
batch593,Cobrançosa,3.75,45.41,19.41,0.01,31.8,38.4,2.66,14.5,17.05,284.03,0.25,8.45,1.67,0.12,0.0057,2.2,2.8,3.1,True
batch594,Galega,4.11,50.7,16.06,0.42,28.0,32.3,2.05,7.0,13.52,380.84,0.84,5.52,1.49,0.17,0.0064,4.3,4.0,4.7,False
batch595,Arbequina,4.02,51.43,16.74,0.1,25.8,50.0,0.7,10.3,14.91,257.53,0.44,8.11,1.72,0.13,0.0055,4.7,2.8,3.4,True
batch596,Picual,2.58,53.77,15.16,0.81,22.4,26.3,2.24,9.2,8.14,402.46,1.43,2.0,1.31,0.23,0.0106,4.2,4.2,4.9,False
batch597,Galega,2.97,46.37,17.23,0.81,27.3,31.3,2.39,5.3,11.49,451.97,1.42,4.22,1.47,0.24,0.0104,4.6,4.5,5.4,False
batch598,Arbequina,2.63,51.72,14.97,0.53,22.1,31.3,0.51,7.8,10.16,389.57,1.01,2.76,1.35,0.21,0.0085,4.6,4.0,4.5,False
batch599,Galega,3.17,51.1,17.66,0.01,29.7,48.3,1.04,10.0,15.95,322.84,0.28,9.02,1.57,0.13,0.0055,3.4,3.1,4.2,True
batch600,Arbequina,2.63,52.0,18.46,0.37,22.7,36.7,1.41,7.5,14.18,388.57,0.78,2.82,1.36,0.17,0.0087,4.4,4.1,4.8,False
batch601,Cobrançosa,3.43,48.92,21.21,0.37,24.5,45.7,0.56,12.8,17.55,268.69,0.86,6.39,1.6,0.19,0.0074,5.1,2.5,2.9,False
batch602,Cobrançosa,3.34,52.77,15.98,0.36,28.3,46.9,1.68,10.1,13.03,294.93,0.82,8.38,1.74,0.18,0.0101,4.6,3.4,3.6,False
batch603,Picual,4.16,53.3,15.79,0.24,27.7,40.7,1.89,13.6,13.88,267.13,0.6,6.95,1.65,0.16,0.0077,4.8,2.8,3.2,False
batch604,Galega,3.09,54.56,21.75,0.12,25.4,35.4,0.09,5.9,19.34,404.27,0.41,3.78,1.49,0.16,0.0067,4.5,4.0,5.0,True
batch605,Galega,3.21,51.43,14.67,0.12,21.3,26.6,0.11,0.3,11.18,441.26,0.41,2.0,1.35,0.15,0.006,4.7,4.0,5.4,True
batch606,Galega,3.29,49.09,21.49,0.08,29.4,54.2,0.49,3.8,17.03,299.28,0.41,10.87,1.85,0.14,0.0059,4.0,3.1,3.5,True
batch607,Arbequina,2.82,57.58,20.35,0.19,31.9,39.7,0.3,12.0,15.25,316.39,0.54,8.98,1.68,0.14,0.0078,2.8,2.9,3.8,True
batch608,Cobrançosa,2.41,51.83,21.65,0.13,26.0,45.0,0.71,3.9,20.3,398.97,0.49,6.75,1.65,0.14,0.0076,5.3,3.9,4.7,True
batch609,Arbequina,4.36,53.09,18.71,0.03,22.5,42.1,0.56,4.9,15.92,290.76,0.28,5.28,1.57,0.12,0.0042,4.8,3.0,3.3,True
batch610,Cobrançosa,2.43,45.12,17.48,0.05,29.2,51.3,0.78,11.9,15.31,283.89,0.41,9.23,1.68,0.15,0.0063,3.8,2.6,3.6,True
batch611,Arbequina,2.59,50.04,17.82,0.26,29.3,54.5,0.57,4.9,12.8,302.91,0.73,9.94,1.74,0.17,0.008,4.0,2.9,3.5,False
batch612,Picual,4.31,55.56,16.61,0.33,24.4,42.4,2.58,5.6,13.05,312.09,0.77,5.53,1.5,0.19,0.0063,4.8,3.2,3.6,False
batch613,Picual,3.26,53.16,17.04,0.03,30.8,35.1,2.78,11.4,14.9,367.7,0.27,7.09,1.53,0.12,0.0036,3.6,3.8,4.6,True
batch614,Galega,3.76,51.1,18.43,0.0,22.1,37.0,2.98,7.3,15.92,329.44,0.22,2.79,1.44,0.12,0.0069,4.3,3.2,4.0,True
batch615,Picual,3.85,53.03,16.87,0.14,24.7,51.5,1.39,10.9,13.76,240.97,0.52,7.79,1.55,0.15,0.0065,4.8,2.5,2.8,True
batch616,Arbequina,4.46,56.74,16.34,0.23,28.4,48.2,0.08,0.3,13.52,330.12,0.64,8.65,1.72,0.15,0.0076,4.4,3.2,4.2,False
batch617,Galega,2.81,54.98,20.86,0.09,30.1,27.8,2.74,1.9,17.78,523.82,0.31,4.65,1.57,0.12,0.0047,3.8,5.3,6.4,True
batch618,Picual,1.86,52.57,17.95,0.12,27.2,25.9,2.53,7.0,15.39,490.91,0.39,2.29,1.35,0.12,0.006,4.9,5.4,6.3,True
batch619,Arbequina,3.52,53.83,19.33,0.03,29.6,36.9,2.88,3.3,17.37,409.23,0.27,6.07,1.57,0.12,0.0065,3.8,3.8,4.8,True
batch620,Galega,3.4,53.59,14.59,0.09,20.0,27.7,2.64,11.0,10.05,323.08,0.31,2.0,1.39,0.13,0.0049,4.3,3.7,4.0,True
batch621,Galega,4.19,45.96,14.38,0.02,28.8,27.1,2.11,13.8,13.11,323.71,0.23,4.68,1.43,0.12,0.0035,4.1,3.2,4.0,True
batch622,Galega,1.93,45.35,15.94,0.17,21.6,36.3,0.35,14.2,12.71,356.68,0.48,3.05,1.35,0.13,0.0059,4.3,3.5,4.4,True
batch623,Cobrançosa,4.15,56.71,17.41,0.0,24.4,46.7,1.81,7.6,15.47,256.65,0.27,6.67,1.66,0.11,0.0042,5.1,2.6,3.0,True
batch624,Galega,4.44,55.9,14.19,0.02,27.4,26.2,1.98,3.1,12.19,409.5,0.26,3.4,1.44,0.13,0.0053,5.0,3.8,5.3,True
batch625,Galega,3.97,50.21,21.38,0.01,31.3,37.8,1.55,8.2,19.37,329.69,0.26,7.84,1.62,0.12,0.0063,3.0,3.1,3.9,True
batch626,Galega,4.23,54.11,21.12,0.45,22.3,38.9,1.42,7.7,14.59,295.93,0.93,3.78,1.43,0.19,0.0095,4.4,3.2,3.7,False
batch627,Arbequina,2.31,55.15,16.3,0.06,28.2,42.8,2.91,13.1,14.83,334.43,0.35,7.25,1.67,0.13,0.0039,4.6,3.1,3.8,True
batch628,Picual,2.56,49.27,19.63,0.08,28.0,34.9,1.1,2.1,18.97,496.03,0.34,4.75,1.47,0.12,0.0061,4.3,4.8,5.8,True
