batchId,cultivar,maturationIndex,moistureContent,oilContent,defectIndex,malaxationTemperature,malaxationTime,waterFlowRate,waterToPasteRatio,yieldPercentage,totalPhenols,freeAcidity,peroxideValue,k232,k270,deltaK,fruity,bitter,pungent,isEvooCompliant
batch163,Cobrançosa,2.01,56.33,18.06,0.03,30.4,33.1,0.85,2.8,15.58,534.96,0.27,6.03,1.54,0.14,0.0055,3.2,5.4,6.8,True
batch164,Galega,2.32,45.66,15.0,0.12,24.0,48.7,0.57,7.6,13.12,320.58,0.48,6.88,1.54,0.14,0.006,4.5,3.3,3.7,True
batch165,Cobrançosa,4.09,47.52,20.39,0.08,24.9,34.3,0.55,14.6,19.22,278.45,0.34,4.17,1.37,0.13,0.007,5.0,2.9,3.3,True
batch166,Picual,1.94,46.33,17.09,0.15,24.1,40.3,0.05,0.7,15.1,431.7,0.47,3.96,1.55,0.14,0.0062,5.0,3.7,5.3,True
batch167,Galega,3.99,49.44,14.7,0.54,27.8,32.3,2.42,14.2,11.89,317.96,1.05,6.19,1.59,0.21,0.0104,4.4,2.7,4.3,False
batch168,Picual,3.4,46.79,16.87,0.72,28.9,26.8,1.61,1.1,11.45,488.85,1.28,4.05,1.52,0.21,0.0097,3.5,4.9,6.1,False
batch169,Arbequina,2.78,46.2,17.02,0.09,21.8,44.6,1.28,0.7,13.96,381.29,0.41,4.35,1.46,0.15,0.006,4.4,3.4,4.6,True
batch170,Galega,2.76,53.53,14.37,0.15,24.3,47.5,1.26,12.1,12.45,277.85,0.51,7.62,1.59,0.14,0.0072,4.5,3.1,3.1,True
batch171,Picual,2.36,50.47,14.89,0.42,28.7,47.6,2.22,9.9,11.84,325.03,0.94,8.52,1.69,0.19,0.0081,4.4,3.2,4.1,False
batch172,Picual,3.34,49.82,20.43,0.27,21.9,37.1,2.41,5.7,15.78,354.87,0.6,3.56,1.38,0.18,0.0065,4.2,3.3,4.2,False
batch173,Cobrançosa,2.28,49.89,19.39,0.73,24.4,35.2,1.15,9.6,13.52,400.85,1.35,3.28,1.47,0.23,0.0114,4.9,4.2,5.0,False
batch174,Cobrançosa,3.76,54.04,16.72,0.28,23.2,33.6,0.76,2.0,13.01,409.77,0.65,2.38,1.47,0.17,0.0065,4.7,4.4,4.7,False
batch175,Arbequina,3.28,48.23,18.22,0.04,31.8,30.0,2.98,7.3,16.0,414.97,0.28,6.71,1.52,0.14,0.0041,2.5,4.4,5.0,True
batch176,Arbequina,4.42,49.6,17.43,0.11,30.4,46.1,2.95,0.8,15.59,313.89,0.44,9.12,1.75,0.15,0.0058,3.2,3.6,3.8,True
batch177,Arbequina,3.52,49.3,18.63,0.01,26.1,40.2,1.7,10.0,18.49,316.57,0.25,5.89,1.53,0.12,0.0067,5.2,3.3,3.9,True
batch178,Picual,4.43,47.91,20.35,0.33,22.3,37.6,1.54,11.1,15.83,270.77,0.72,4.63,1.45,0.18,0.0067,4.3,2.6,2.9,False
batch179,Cobrançosa,3.87,53.54,14.99,0.35,28.7,31.6,0.39,7.0,12.01,398.88,0.74,4.68,1.51,0.18,0.0084,4.5,3.7,4.4,False
batch180,Galega,4.17,57.3,17.08,0.21,23.6,34.7,1.29,1.0,13.63,380.75,0.51,2.59,1.43,0.15,0.008,4.4,4.1,4.4,False
batch181,Cobrançosa,2.73,47.59,17.28,0.03,23.0,40.7,0.8,0.5,15.75,402.48,0.29,3.75,1.49,0.14,0.0055,4.6,3.9,4.8,True
batch182,Galega,2.44,56.58,19.81,0.26,31.4,34.4,1.31,8.6,15.16,418.81,0.56,7.02,1.62,0.15,0.0079,3.0,4.0,4.9,False
batch183,Galega,2.64,48.31,20.53,0.59,28.0,44.4,0.52,2.9,15.79,410.0,1.19,7.69,1.63,0.22,0.0108,4.3,4.1,5.0,False
batch184,Arbequina,4.37,55.96,22.0,0.2,23.1,41.6,2.67,0.0,17.74,325.2,0.5,5.3,1.55,0.16,0.0068,4.9,3.2,4.3,True
batch185,Cobrançosa,2.53,54.22,17.9,0.15,22.6,45.7,2.23,10.1,14.2,292.8,0.51,5.63,1.59,0.13,0.0079,4.4,3.1,3.4,True
batch186,Arbequina,2.64,50.74,18.95,0.33,20.2,31.4,0.62,6.5,12.45,403.09,0.69,2.0,1.24,0.18,0.0058,4.6,4.2,4.6,False
batch187,Cobrançosa,2.89,48.84,19.02,0.04,22.6,27.1,0.28,13.3,16.46,340.26,0.28,2.0,1.29,0.14,0.0045,4.6,3.3,4.3,True
batch188,Arbequina,3.88,52.86,21.51,0.96,28.0,30.9,2.94,5.5,13.02,421.99,1.66,5.33,1.53,0.27,0.0145,4.8,4.2,5.5,False
batch189,Cobrançosa,2.72,49.14,21.35,0.19,21.9,50.7,2.56,10.7,15.99,274.44,0.58,6.17,1.6,0.14,0.0072,4.3,2.9,3.1,True
batch190,Picual,2.08,46.29,18.64,0.8,25.8,31.9,1.1,2.2,12.71,517.97,1.43,2.18,1.34,0.23,0.0114,5.1,4.8,6.2,False
batch191,Cobrançosa,2.14,51.93,19.18,0.36,20.6,37.3,2.1,11.8,12.8,350.42,0.79,2.13,1.36,0.18,0.0087,4.6,3.5,4.4,False
batch192,Galega,3.55,57.15,14.44,0.19,20.0,41.2,1.12,12.3,9.4,284.45,0.53,2.86,1.4,0.14,0.006,4.3,3.1,3.8,True
batch193,Cobrançosa,2.46,49.94,18.98,0.15,22.2,34.4,1.25,11.4,16.08,354.16,0.47,2.54,1.35,0.16,0.0074,4.5,3.7,4.0,True
batch194,Cobrançosa,3.9,45.89,17.58,0.06,22.2,48.4,2.34,13.6,14.95,231.42,0.38,5.2,1.55,0.12,0.0053,5.1,1.9,2.9,True
batch195,Galega,1.82,56.82,15.51,0.32,29.8,40.2,1.88,4.6,12.29,459.09,0.7,7.64,1.61,0.18,0.008,3.6,4.5,5.3,False
batch196,Cobrançosa,3.73,46.37,19.9,0.2,21.9,38.0,1.12,0.3,15.79,368.24,0.55,3.4,1.41,0.15,0.006,4.4,3.7,4.3,True
batch197,Arbequina,4.41,57.18,20.3,0.15,23.6,44.8,0.07,8.5,16.62,248.35,0.51,6.46,1.57,0.16,0.0074,4.6,2.1,3.0,True
batch198,Arbequina,3.11,46.94,18.39,0.05,21.2,48.1,2.55,1.8,14.83,328.71,0.39,4.63,1.47,0.13,0.005,4.5,3.4,3.6,True
batch199,Cobrançosa,3.59,48.2,20.98,0.0,29.9,41.5,0.23,5.1,20.2,377.62,0.27,8.12,1.67,0.12,0.0051,4.0,3.5,4.4,True
batch200,Galega,3.61,50.34,18.56,0.34,28.1,51.9,2.71,3.5,14.15,298.57,0.82,9.4,1.72,0.15,0.0065,4.5,3.2,3.6,False
batch201,Galega,3.06,45.99,14.97,0.01,27.8,41.9,0.11,0.2,14.37,429.15,0.29,6.24,1.52,0.12,0.007,4.2,4.1,5.2,True
batch202,Galega,3.67,54.11,14.07,0.63,26.2,32.8,1.9,9.0,10.49,378.45,1.17,4.82,1.58,0.22,0.0106,4.7,3.6,4.5,False
batch203,Galega,1.95,57.96,20.74,0.2,25.6,26.0,1.55,1.9,15.94,532.44,0.5,2.0,1.31,0.13,0.0048,4.8,5.4,6.3,True
batch204,Galega,2.66,50.28,19.94,0.58,20.5,44.4,1.46,8.9,12.32,291.04,1.14,4.22,1.33,0.21,0.0104,4.1,2.7,3.6,False
batch205,Picual,2.53,56.64,15.56,0.39,27.8,48.5,1.3,10.8,11.87,311.42,0.9,9.12,1.71,0.2,0.008,4.6,3.2,3.7,False
batch206,Cobrançosa,4.2,51.87,20.09,0.71,28.0,42.2,2.41,5.5,13.88,335.6,1.33,7.55,1.63,0.23,0.0115,4.3,3.6,3.8,False
batch207,Arbequina,3.83,52.19,21.29,0.03,25.0,34.6,2.78,6.5,20.52,367.73,0.26,3.6,1.41,0.15,0.0052,4.8,3.5,4.2,True
batch208,Arbequina,4.33,55.17,15.3,0.02,21.9,32.3,2.97,8.5,12.67,297.12,0.24,2.06,1.42,0.12,0.0063,4.3,2.5,3.5,True
batch209,Arbequina,3.91,45.29,16.61,0.08,24.4,36.6,1.51,7.1,15.54,339.53,0.36,5.54,1.54,0.15,0.0065,4.7,3.5,3.9,True
batch210,Arbequina,2.43,53.84,16.74,0.07,25.9,38.5,0.02,12.1,15.78,342.66,0.34,5.34,1.49,0.13,0.0063,4.8,3.9,4.3,True
batch211,Galega,4.3,47.35,19.57,0.08,30.7,45.9,0.67,12.3,17.76,250.49,0.39,9.15,1.74,0.12,0.0041,3.2,2.0,2.9,True
batch212,Cobrançosa,3.61,45.55,19.73,0.13,21.3,34.7,2.41,13.5,15.58,263.17,0.42,3.1,1.38,0.15,0.0057,4.1,2.7,3.1,True
batch213,Picual,2.0,53.53,17.15,0.04,23.4,50.7,0.81,2.9,14.15,348.4,0.37,6.35,1.64,0.13,0.0073,4.4,3.4,4.3,True
batch214,Picual,3.99,46.24,20.79,0.47,30.3,29.1,0.09,2.4,15.62,448.08,0.88,5.64,1.49,0.19,0.0092,3.4,4.4,5.2,False
batch215,Arbequina,2.84,45.8,19.09,0.01,20.7,48.9,0.7,12.1,14.73,248.12,0.31,5.62,1.52,0.13,0.0061,4.1,2.6,2.9,True
batch216,Galega,4.41,50.35,17.24,0.71,28.9,50.4,1.29,5.3,11.18,289.31,1.35,10.56,1.76,0.22,0.01,3.6,2.9,3.7,False
batch217,Arbequina,2.78,54.56,17.07,0.09,23.6,26.6,0.42,2.7,14.03,472.23,0.29,2.0,1.36,0.12,0.0068,4.6,4.9,5.8,True
batch218,Galega,3.02,55.66,21.95,0.05,21.2,33.7,0.64,5.1,17.11,401.99,0.32,2.0,1.36,0.13,0.0061,4.5,4.2,4.9,True
batch219,Cobrançosa,4.33,46.87,18.8,0.09,23.2,26.5,2.84,7.6,15.75,345.03,0.33,2.0,1.31,0.14,0.0063,4.4,3.1,4.2,True
batch220,Picual,3.82,49.65,18.25,0.02,21.2,45.3,2.76,7.7,15.33,267.2,0.27,4.96,1.5,0.11,0.0063,4.3,3.1,3.2,True
batch221,Galega,2.89,54.06,19.57,0.03,25.1,50.5,2.02,0.9,16.95,330.66,0.37,7.79,1.69,0.13,0.0062,4.6,3.4,4.0,True
batch222,Arbequina,4.06,56.08,14.69,0.6,28.5,51.0,1.36,5.9,9.85,287.5,1.17,9.63,1.69,0.21,0.009,4.4,2.7,3.4,False
batch223,Picual,3.1,47.22,16.15,0.01,30.8,32.8,1.05,1.8,15.15,468.22,0.21,6.15,1.59,0.16,0.0054,3.0,4.6,5.5,True
batch224,Arbequina,2.37,55.31,17.11,0.11,22.6,36.0,0.44,9.8,13.84,385.34,0.39,2.39,1.37,0.15,0.0062,4.6,3.9,4.7,True
batch225,Galega,2.14,57.59,18.77,0.09,21.9,54.8,1.69,4.8,11.56,300.68,0.46,6.72,1.58,0.15,0.0066,4.4,3.3,3.5,True
batch226,Picual,2.9,48.71,19.56,0.14,27.7,54.1,0.29,10.1,15.58,282.6,0.54,9.56,1.66,0.16,0.0056,4.7,3.2,3.5,True
batch227,Galega,3.67,54.76,15.33,0.37,23.2,30.0,2.69,8.0,11.63,380.46,0.76,2.3,1.38,0.16,0.0069,4.3,3.5,4.5,False
batch228,Galega,3.75,55.27,14.5,0.71,23.7,49.0,2.93,9.4,9.12,254.05,1.33,6.5,1.59,0.24,0.0099,4.5,2.6,3.3,False
batch229,Galega,2.13,45.19,14.98,0.12,25.6,33.5,1.14,12.3,13.97,398.52,0.38,3.75,1.45,0.12,0.0061,4.8,4.4,4.8,True
batch230,Cobrançosa,4.35,46.48,16.48,0.08,30.2,39.7,2.69,0.6,15.53,375.61,0.37,8.44,1.75,0.13,0.0053,3.2,3.8,4.2,True
batch231,Galega,2.93,54.29,14.26,0.03,24.4,31.2,1.65,2.2,13.13,470.49,0.26,2.58,1.33,0.12,0.0053,4.9,4.5,5.5,True
batch232,Galega,2.9,53.32,15.99,0.01,23.3,45.0,0.31,8.3,14.4,328.73,0.29,5.61,1.59,0.14,0.004,4.9,3.3,3.9,True
batch233,Galega,1.92,46.86,16.73,0.02,24.2,33.9,0.32,8.7,16.02,417.36,0.25,4.21,1.55,0.13,0.0026,4.9,4.1,4.9,True
batch234,Cobrançosa,4.3,52.96,19.85,0.4,30.4,51.9,2.03,10.2,14.07,235.49,0.88,10.6,1.69,0.19,0.0084,3.5,2.3,2.5,False
batch235,Picual,4.18,52.46,17.86,0.22,26.1,25.9,2.86,10.9,14.37,335.56,0.52,2.85,1.48,0.14,0.0065,4.9,3.8,4.4,False
batch236,Arbequina,2.68,50.85,15.64,0.1,24.4,39.6,2.52,1.6,14.38,413.55,0.39,5.64,1.55,0.13,0.0066,4.7,4.3,4.9,True
batch237,Picual,2.07,57.87,21.32,0.7,26.0,29.8,2.71,4.3,14.29,512.34,1.26,2.08,1.37,0.22,0.0111,5.0,4.9,6.3,False
batch238,Galega,3.74,46.23,14.34,0.14,22.0,30.8,2.67,11.2,11.67,312.41,0.43,2.0,1.3,0.15,0.0073,4.2,3.5,3.6,True
batch239,Arbequina,2.43,46.66,17.6,0.01,26.4,48.8,1.64,2.2,16.72,376.05,0.3,7.54,1.55,0.13,0.0067,5.0,3.6,4.6,True
batch240,Galega,4.23,55.25,21.19,0.1,22.5,31.2,1.51,8.3,17.27,337.64,0.35,2.0,1.34,0.13,0.008,4.5,3.5,4.2,True
batch241,Cobrançosa,1.9,45.07,15.48,0.03,24.4,28.9,2.13,1.9,14.86,522.88,0.25,2.9,1.27,0.14,0.0048,4.9,5.4,6.6,True
batch242,Cobrançosa,3.03,56.34,18.8,0.06,29.3,44.5,0.91,0.1,16.83,428.79,0.34,8.02,1.68,0.13,0.0069,3.3,4.1,5.0,True
batch243,Picual,2.44,56.88,16.79,0.31,31.6,42.3,2.38,7.2,12.67,373.78,0.72,9.34,1.73,0.19,0.0086,2.6,3.7,4.3,False
batch244,Cobrançosa,4.36,46.18,14.16,0.72,30.3,33.3,1.71,9.2,9.61,353.63,1.3,5.7,1.61,0.24,0.0122,3.8,3.7,4.4,False
batch245,Arbequina,1.93,50.49,21.28,0.31,30.5,48.2,1.99,12.0,16.85,334.28,0.75,9.18,1.62,0.17,0.0086,3.3,3.1,4.2,False
batch246,Arbequina,3.62,53.81,17.4,0.24,23.9,27.9,0.05,9.0,14.24,370.21,0.52,2.21,1.38,0.14,0.0059,4.6,3.4,4.6,False
batch247,Galega,4.22,47.92,18.98,0.04,27.2,34.2,0.59,4.9,18.89,361.39,0.29,5.81,1.49,0.15,0.0059,4.9,3.9,4.7,True
batch248,Cobrançosa,3.63,46.59,19.48,0.21,23.4,27.9,2.19,0.1,16.43,459.19,0.56,2.04,1.37,0.14,0.0072,4.4,4.3,5.5,False
batch249,Cobrançosa,3.67,55.53,21.38,0.64,28.8,28.6,0.95,10.9,14.67,376.56,1.19,4.45,1.55,0.22,0.0121,3.9,3.9,4.5,False
batch250,Galega,4.39,52.18,18.52,0.12,21.6,39.6,1.25,0.8,14.47,324.97,0.46,3.55,1.48,0.15,0.0061,4.5,3.1,4.0,True
batch251,Galega,4.07,49.25,20.51,0.08,22.5,31.3,0.71,13.5,17.58,283.34,0.34,2.24,1.32,0.12,0.0048,4.5,2.7,3.7,True
batch252,Arbequina,1.94,49.38,19.34,0.37,23.2,30.1,0.53,4.0,15.35,498.17,0.75,2.32,1.38,0.18,0.0083,4.7,5.2,5.9,False
batch253,Arbequina,3.99,46.88,16.82,0.2,27.3,27.5,1.59,5.2,15.06,409.4,0.49,3.04,1.46,0.15,0.0082,5.2,4.4,4.8,True
batch254,Cobrançosa,4.22,45.73,17.45,0.22,23.3,43.2,0.1,14.9,14.56,252.46,0.57,4.7,1.52,0.16,0.0074,4.5,2.5,2.9,False
batch255,Cobrançosa,1.91,46.2,18.58,0.12,24.8,32.3,2.01,12.8,17.33,419.03,0.39,3.17,1.34,0.15,0.0056,4.8,4.2,4.9,True
batch256,Picual,2.5,45.13,17.52,0.17,26.6,32.5,0.47,7.2,16.24,441.45,0.45,3.85,1.46,0.15,0.0049,5.0,4.5,5.1,True
batch257,Galega,3.26,50.71,16.67,0.04,31.9,38.5,2.53,4.4,14.45,382.94,0.33,8.18,1.66,0.12,0.0061,2.8,4.1,4.7,True
batch258,Picual,2.18,55.29,20.4,0.55,21.9,41.6,0.49,8.6,13.05,329.21,1.12,3.79,1.36,0.23,0.009,4.5,2.9,3.6,False
batch259,Arbequina,2.49,57.74,16.8,0.12,31.9,25.3,1.74,14.6,11.49,371.62,0.37,6.49,1.49,0.14,0.0064,2.5,3.8,4.8,True
batch260,Picual,1.94,49.48,21.93,0.2,26.4,25.3,0.97,4.2,18.02,514.29,0.52,2.46,1.34,0.15,0.0072,5.1,5.2,6.1,True
batch261,Arbequina,4.25,46.3,21.29,0.49,26.3,32.4,1.75,2.8,16.82,379.88,0.94,4.47,1.49,0.2,0.0107,4.6,3.9,4.2,False
batch262,Cobrançosa,4.26,53.65,14.27,0.37,28.2,45.9,1.11,3.3,11.44,318.33,0.87,7.75,1.54,0.19,0.0068,4.5,3.4,3.9,False
batch263,Arbequina,4.26,53.03,21.6,0.02,30.9,34.3,0.59,2.5,19.17,378.6,0.26,6.8,1.51,0.12,0.005,3.3,4.2,4.8,True
batch264,Galega,2.87,50.28,15.76,0.84,23.7,31.8,1.05,9.1,9.64,389.81,1.45,2.84,1.43,0.24,0.0127,4.5,3.9,4.9,False
batch265,Cobrançosa,3.8,45.69,16.89,0.03,24.0,48.2,1.02,11.0,15.59,233.45,0.36,6.24,1.59,0.14,0.0051,4.6,2.3,3.1,True
batch266,Cobrançosa,3.62,54.29,15.83,0.4,30.5,49.2,0.1,9.6,11.55,283.67,0.9,10.24,1.74,0.18,0.0075,3.5,3.1,3.8,False
batch267,Arbequina,2.7,57.9,17.26,0.63,28.2,37.6,1.86,0.5,11.87,465.68,1.17,5.05,1.49,0.21,0.01,4.4,5.1,5.4,False
batch268,Picual,2.0,49.08,15.21,0.07,26.1,35.2,0.98,10.3,14.77,398.57,0.31,4.3,1.43,0.12,0.0065,5.1,3.8,4.7,True
batch269,Picual,2.61,51.81,19.99,0.52,23.8,29.3,0.11,12.1,14.83,389.0,0.98,2.0,1.34,0.21,0.0092,4.7,4.3,4.5,False
batch270,Arbequina,2.41,57.01,15.34,0.01,20.4,32.2,1.79,4.9,11.01,414.57,0.22,2.0,1.29,0.12,0.0046,4.8,4.1,5.2,True
batch271,Arbequina,3.71,50.21,18.19,0.02,22.3,45.9,2.07,1.8,16.07,316.53,0.28,5.11,1.55,0.13,0.0073,4.3,3.2,3.5,True
batch272,Arbequina,2.8,54.68,20.2,0.16,22.6,43.4,0.31,1.6,16.65,371.64,0.52,5.49,1.69,0.14,0.0067,4.5,3.9,4.0,True
batch273,Arbequina,2.55,47.39,18.69,0.25,26.9,40.8,2.1,2.6,16.86,444.68,0.64,5.46,1.51,0.16,0.0065,5.1,4.4,5.2,False
batch274,Cobrançosa,3.75,50.13,19.44,0.44,29.5,28.3,1.14,9.1,15.41,396.9,0.82,4.84,1.44,0.18,0.0086,3.8,3.9,5.2,False
batch275,Galega,3.66,52.77,19.52,0.02,30.0,25.2,1.13,1.2,15.97,496.45,0.19,4.31,1.39,0.1,0.0013,3.5,5.0,6.0,True
batch276,Galega,4.22,51.51,21.11,0.22,23.9,44.3,0.76,7.4,18.12,282.06,0.61,6.22,1.62,0.15,0.0082,4.8,2.9,3.3,False
batch277,Arbequina,3.31,56.02,19.64,0.14,27.2,25.3,2.85,3.3,15.42,465.04,0.37,3.13,1.35,0.13,0.0052,4.8,4.8,5.9,True
batch278,Arbequina,3.54,45.65,15.48,0.23,20.5,49.7,0.63,12.0,10.57,235.31,0.65,6.43,1.7,0.15,0.0082,4.1,2.2,2.9,False
batch279,Galega,3.94,52.6,19.9,0.2,27.5,41.8,0.55,7.3,18.26,329.14,0.58,6.66,1.67,0.15,0.0079,4.8,3.0,3.6,True
batch280,Arbequina,2.52,49.58,15.71,0.06,29.4,38.2,2.22,5.5,14.76,441.82,0.34,6.72,1.57,0.12,0.0052,3.6,4.1,5.4,True
batch281,Galega,4.15,54.91,14.28,0.46,30.8,49.9,2.92,8.0,9.88,272.61,1.0,10.99,1.82,0.21,0.011,3.6,3.0,3.1,False
batch282,Cobrançosa,3.58,55.34,21.28,0.17,25.5,30.4,2.44,0.8,18.33,465.41,0.48,3.08,1.44,0.15,0.006,5.1,4.6,5.6,True
batch283,Arbequina,1.84,50.1,17.02,0.34,29.7,48.0,1.86,0.7,13.8,442.36,0.8,9.34,1.67,0.17,0.0075,3.4,3.9,5.1,False
batch284,Galega,2.86,46.09,18.41,0.12,30.3,26.6,1.53,2.1,15.89,526.53,0.36,4.69,1.47,0.14,0.0064,3.3,5.6,6.4,True
batch285,Picual,2.41,49.09,21.82,0.55,21.5,43.3,2.04,12.8,14.64,284.03,1.08,4.68,1.46,0.21,0.0089,4.5,2.5,3.3,False
batch286,Galega,4.34,52.06,19.88,0.04,27.5,33.9,0.49,9.0,19.2,347.06,0.26,5.34,1.55,0.14,0.0051,4.6,3.2,4.0,True
batch287,Cobrançosa,3.39,51.87,21.66,0.13,22.7,28.0,1.93,6.1,18.02,400.74,0.36,2.0,1.35,0.13,0.0061,4.5,4.0,4.8,True
batch288,Arbequina,3.63,52.07,15.97,0.23,28.6,28.1,0.2,12.5,13.71,369.82,0.55,4.94,1.53,0.17,0.0086,4.2,3.9,4.3,False
batch289,Picual,3.24,53.56,14.89,0.07,22.5,26.3,2.55,9.6,11.81,348.63,0.29,2.0,1.3,0.12,0.0057,4.6,3.6,4.4,True
batch290,Galega,3.49,47.04,17.49,0.23,21.6,31.3,1.42,0.1,13.4,437.88,0.59,2.0,1.27,0.17,0.0057,4.5,4.7,5.5,False
batch291,Arbequina,1.94,49.29,21.45,0.28,27.4,32.6,1.42,12.4,19.21,416.7,0.64,4.69,1.52,0.17,0.0072,4.4,4.2,5.5,False
batch292,Picual,3.88,56.19,19.58,0.35,22.5,47.1,2.16,0.1,14.17,308.25,0.82,5.54,1.56,0.18,0.0091,4.5,2.7,3.9,False
batch293,Picual,4.33,52.45,17.68,0.38,27.9,25.8,1.24,11.0,13.1,352.96,0.75,3.55,1.39,0.17,0.0084,4.5,3.4,4.2,False
batch294,Arbequina,2.67,49.04,21.25,0.07,29.9,43.5,0.18,13.1,20.1,323.49,0.38,8.81,1.72,0.13,0.0041,3.2,3.2,3.6,True
batch295,Galega,4.36,47.47,15.83,0.06,28.2,44.4,1.89,5.8,15.28,327.49,0.34,8.3,1.65,0.12,0.0063,4.4,3.2,3.8,True
batch296,Arbequina,2.24,56.16,15.9,0.01,23.9,40.1,1.09,4.5,14.14,406.62,0.28,3.86,1.39,0.13,0.0056,4.5,4.3,5.2,True
batch297,Arbequina,2.46,53.59,21.78,0.02,29.2,32.3,0.77,10.1,20.26,430.6,0.28,4.13,1.48,0.12,0.0044,3.6,4.1,5.0,True
batch298,Galega,2.61,55.66,17.97,0.19,26.7,27.1,2.03,12.5,15.33,402.91,0.51,3.18,1.43,0.16,0.0073,4.8,4.3,5.2,True
batch299,Cobrançosa,3.56,47.15,16.9,0.02,22.0,36.4,2.06,12.0,14.63,303.32,0.31,3.39,1.47,0.14,0.0079,4.5,2.9,3.9,True
batch300,Galega,3.53,48.58,18.63,0.62,22.4,43.7,1.42,13.5,12.98,262.83,1.22,5.21,1.58,0.22,0.0103,4.4,2.6,3.3,False
batch301,Cobrançosa,2.63,51.8,18.04,0.51,26.7,28.1,0.82,14.4,13.94,371.34,0.97,3.53,1.35,0.2,0.0092,5.1,3.3,4.4,False
batch302,Cobrançosa,2.1,45.71,21.4,0.36,20.4,42.8,1.56,3.9,14.3,376.11,0.8,3.24,1.34,0.2,0.0076,4.6,3.8,4.4,False
batch303,Arbequina,3.84,45.29,16.44,0.28,30.8,32.9,1.09,1.8,13.65,435.32,0.61,6.49,1.54,0.14,0.0068,3.1,4.2,4.9,False
batch304,Cobrançosa,4.27,52.83,16.17,0.08,26.0,54.4,1.79,4.9,12.28,248.01,0.41,9.82,1.71,0.13,0.0038,5.2,2.6,2.5,True
batch305,Cobrançosa,4.04,53.36,14.95,0.14,27.0,53.2,1.82,1.8,11.74,273.33,0.52,9.17,1.75,0.14,0.0062,5.0,2.9,3.0,True
batch306,Cobrançosa,3.34,51.02,20.47,0.01,22.0,53.3,2.27,1.2,15.31,283.13,0.34,5.95,1.53,0.12,0.0074,4.7,2.9,3.2,True
batch307,Cobrançosa,2.32,46.97,18.2,0.13,27.1,32.4,1.32,6.0,16.95,466.28,0.4,4.47,1.5,0.14,0.0062,5.2,4.2,5.7,True
batch308,Arbequina,2.43,53.45,19.95,0.45,29.6,29.0,0.6,4.3,15.01,519.7,0.87,4.71,1.53,0.19,0.0072,3.7,5.4,6.7,False
batch309,Galega,2.43,48.56,17.45,0.06,20.1,54.7,2.66,5.3,10.36,269.33,0.4,6.44,1.54,0.16,0.0064,4.4,2.9,3.5,True
batch310,Picual,2.43,48.95,19.29,0.21,30.0,48.2,2.27,8.0,16.68,357.35,0.63,9.65,1.8,0.16,0.006,3.5,3.3,4.1,False
batch311,Galega,2.9,56.18,18.03,0.13,27.1,38.0,2.55,5.2,15.98,405.98,0.43,5.31,1.51,0.14,0.0045,5.4,4.0,4.7,True
batch312,Cobrançosa,3.3,47.93,16.26,0.02,26.0,43.8,1.0,6.8,16.26,345.84,0.3,6.45,1.58,0.12,0.0074,5.0,3.5,4.1,True
batch313,Galega,2.51,55.39,18.89,0.66,25.5,28.8,1.79,1.6,12.93,511.38,1.18,2.13,1.26,0.23,0.0079,5.0,5.4,6.4,False
batch314,Picual,1.82,51.54,20.57,0.13,31.5,47.7,1.27,7.5,16.64,369.31,0.5,10.53,1.72,0.14,0.007,2.9,3.7,4.6,True
batch315,Arbequina,2.94,46.83,14.74,0.43,21.8,54.8,0.98,11.8,8.2,212.64,0.95,6.64,1.54,0.19,0.0083,4.8,2.4,2.7,False
batch316,Picual,4.03,56.97,17.28,0.04,31.2,47.1,2.93,4.3,14.35,310.37,0.37,9.16,1.76,0.16,0.0063,2.6,3.3,3.9,True
batch317,Picual,3.1,52.11,21.25,0.12,26.5,38.5,0.85,13.5,19.73,333.38,0.44,5.62,1.56,0.13,0.006,5.0,3.2,4.3,True
batch318,Arbequina,3.28,47.88,19.71,0.18,23.1,50.9,1.07,4.4,15.74,288.08,0.62,6.61,1.6,0.15,0.0069,4.6,2.9,3.0,True
batch319,Picual,2.3,51.46,19.56,0.16,24.5,42.4,1.63,13.1,17.61,315.45,0.49,5.75,1.61,0.16,0.0059,4.6,2.9,4.1,True
batch320,Picual,3.82,57.71,19.64,0.06,25.8,46.3,0.58,12.5,17.67,248.74,0.35,6.0,1.53,0.14,0.0067,4.7,2.2,3.3,True
batch321,Galega,4.14,57.87,17.66,0.37,29.1,29.1,0.59,11.2,13.58,347.94,0.74,4.6,1.47,0.19,0.0072,3.8,3.6,4.0,False
batch322,Arbequina,2.89,51.54,20.4,0.12,31.8,44.1,2.06,0.2,17.06,399.71,0.44,9.37,1.74,0.15,0.0065,2.5,3.7,5.2,True
batch323,Picual,2.82,49.12,15.69,0.03,20.7,37.5,2.1,14.1,12.42,316.79,0.28,2.95,1.41,0.12,0.0037,4.1,3.3,3.8,True
batch324,Cobrançosa,4.0,54.6,14.96,0.01,23.5,45.4,2.89,4.3,13.12,298.2,0.27,6.7,1.6,0.13,0.0057,4.8,2.8,3.8,True
batch325,Arbequina,3.67,45.28,19.16,0.65,29.8,34.9,0.66,0.5,13.68,455.08,1.19,5.39,1.58,0.21,0.0088,3.8,4.7,6.0,False
batch326,Galega,2.82,50.76,14.14,0.29,21.4,54.2,1.79,0.8,8.25,290.89,0.77,6.81,1.58,0.18,0.009,4.4,2.7,4.0,False
